"drive_id","drive_start","drive_end"
"2018_10_CAR_PIT_6","Kickoff","Punt"
"2018_15_ARI_ATL_25","Kickoff","Punt"
"2021_13_SF_SEA_9","Kickoff","Punt"
"2021_12_BUF_NO_7","Kickoff","Punt"
"2018_11_DAL_ATL_15","Kickoff","Punt"
"2021_16_NYG_PHI_18","Kickoff","Punt"
"2020_17_NYJ_NE_9","Kickoff","Punt"
"2020_09_LV_LAC_1","Kickoff","Punt"
"2017_09_DET_GB_3","Kickoff","Punt"
"2018_08_GB_LA_22","Kickoff","Punt"
"2019_09_IND_PIT_19","Kickoff","Punt"
"2018_06_CAR_WAS_4","Kickoff","Punt"
"2017_05_ARI_PHI_5","Kickoff","Punt"
"2018_17_ARI_SEA_21","Kickoff","Punt"
"2016_14_HOU_IND_1","Kickoff","Punt"
"2018_14_LA_CHI_15","Kickoff","Punt"
"2017_14_NYJ_DEN_17","Kickoff","Punt"
"2016_09_DEN_OAK_3","Kickoff","Punt"
"2020_03_SF_NYG_15","Kickoff","Punt"
"2020_02_ATL_DAL_18","Kickoff","Punt"
"2017_05_JAX_PIT_16","Kickoff","Punt"
"2016_03_SF_SEA_4","Kickoff","Punt"
"2019_16_BAL_CLE_6","Kickoff","Punt"
"2016_16_TB_NO_4","Kickoff","Punt"
"2017_10_CIN_TEN_4","Kickoff","Punt"
"2021_13_JAX_LA_19","Kickoff","Punt"
"2016_02_NYJ_BUF_6","Kickoff","Punt"
"2017_16_MIA_KC_13","Kickoff","Punt"
"2017_01_ATL_CHI_14","Kickoff","Punt"
"2018_06_LA_DEN_3","Kickoff","Punt"
"2018_12_NYG_PHI_4","Kickoff","Punt"
"2018_16_TB_DAL_5","Kickoff","Punt"
"2016_12_KC_DEN_15","Kickoff","Punt"
"2017_11_PHI_DAL_14","Kickoff","Punt"
"2016_15_PHI_BAL_3","Kickoff","Punt"
"2020_02_NO_LV_2","Kickoff","Punt"
"2017_11_KC_NYG_1","Kickoff","Punt"
"2018_02_IND_WAS_17","Kickoff","Punt"
"2018_04_PHI_TEN_17","Kickoff","Punt"
"2018_15_LAC_KC_6","Kickoff","Punt"
"2017_16_BUF_NE_7","Kickoff","Punt"
"2016_07_HOU_DEN_6","Kickoff","Punt"
"2019_12_PIT_CIN_17","Kickoff","Punt"
"2017_02_MIN_PIT_4","Kickoff","Punt"
"2021_11_MIA_NYJ_12","Kickoff","Punt"
"2017_06_NYG_DEN_3","Kickoff","Punt"
"2019_09_TEN_CAR_1","Kickoff","Punt"
"2019_15_SEA_CAR_13","Kickoff","Punt"
"2020_15_SEA_WAS_19","Kickoff","Punt"
"2017_06_NE_NYJ_2","Kickoff","Punt"
"2019_14_TEN_OAK_4","Kickoff","Punt"
"2021_05_MIA_TB_18","Kickoff","Punt"
"2016_14_NYJ_SF_3","Kickoff","Punt"
"2016_12_SF_MIA_13","Kickoff","Punt"
"2016_06_DAL_GB_3","Kickoff","Punt"
"2018_06_TB_ATL_3","Kickoff","Punt"
"2017_16_IND_BAL_1","Kickoff","Punt"
"2018_03_NO_ATL_5","Kickoff","Punt"
"2020_03_DET_ARI_16","Kickoff","Punt"
"2018_01_KC_LAC_19","Kickoff","Punt"
"2017_10_CLE_DET_1","Kickoff","Punt"
"2021_10_LA_SF_8","Kickoff","Punt"
"2020_04_SEA_MIA_14","Kickoff","Punt"
"2019_09_NE_BAL_12","Kickoff","Punt"
"2019_05_BAL_PIT_17","Kickoff","Punt"
"2019_05_NYJ_PHI_22","Kickoff","Punt"
"2016_14_PIT_BUF_15","Kickoff","Punt"
"2020_12_LAC_BUF_9","Kickoff","Punt"
"2018_05_LA_SEA_1","Kickoff","Punt"
"2016_07_NE_PIT_5","Kickoff","Punt"
"2021_14_ATL_CAR_4","Kickoff","Punt"
"2016_08_ARI_CAR_2","Kickoff","Punt"
"2016_10_MIN_WAS_3","Kickoff","Punt"
"2017_01_PIT_CLE_2","Kickoff","Punt"
"2021_10_JAX_IND_21","Kickoff","Punt"
"2016_09_NO_SF_1","Kickoff","Punt"
"2016_03_NYJ_KC_10","Kickoff","Punt"
"2017_13_MIN_ATL_11","Kickoff","Punt"
"2018_04_CLE_OAK_17","Kickoff","Punt"
"2018_17_DET_GB_10","Kickoff","Punt"
"2017_13_LA_ARI_13","Kickoff","Punt"
"2016_01_OAK_NO_6","Kickoff","Punt"
"2016_14_DAL_NYG_15","Kickoff","Punt"
"2021_01_CLE_KC_6","Kickoff","Punt"
"2019_11_DAL_DET_12","Kickoff","Punt"
"2021_11_NE_ATL_10","Kickoff","Punt"
"2019_06_NYG_NE_22","Kickoff","Punt"
"2019_02_CHI_DEN_11","Kickoff","Punt"
"2019_17_NO_CAR_11","Kickoff","Punt"
"2020_06_GB_TB_4","Kickoff","Punt"
"2018_03_NYJ_CLE_20","Kickoff","Punt"
"2019_14_IND_TB_8","Kickoff","Punt"
"2018_05_OAK_LAC_5","Kickoff","Punt"
"2020_12_NO_DEN_20","Kickoff","Punt"
"2016_10_CHI_TB_22","Kickoff","Punt"
"2019_14_DET_MIN_19","Kickoff","Punt"
"2019_03_PIT_SF_20","Kickoff","Punt"
"2017_04_IND_SEA_1","Kickoff","Punt"
"2020_01_IND_JAX_2","Kickoff","Punt"
"2019_04_DAL_NO_11","Kickoff","Punt"
"2017_03_CLE_IND_1","Kickoff","Punt"
"2020_12_NYG_CIN_3","Kickoff","Punt"
"2019_14_WAS_GB_1","Kickoff","Punt"
"2018_08_IND_OAK_2","Kickoff","Punt"
"2019_13_LAC_DEN_9","Kickoff","Punt"
"2017_07_ATL_NE_6","Kickoff","Punt"
"2016_11_NE_SF_20","Kickoff","Punt"
"2016_17_BAL_CIN_10","Kickoff","Punt"
"2021_16_BUF_NE_9","Kickoff","Punt"
"2017_08_CAR_TB_5","Kickoff","Punt"
"2017_12_CAR_NYJ_10","Kickoff","Punt"
"2019_13_TEN_IND_9","Kickoff","Punt"
"2021_10_NO_TEN_1","Kickoff","Punt"
"2018_16_MIN_DET_1","Kickoff","Punt"
"2019_14_SF_NO_18","Kickoff","Punt"
"2020_15_JAX_BAL_16","Kickoff","Punt"
"2020_04_LAC_TB_4","Kickoff","Punt"
"2020_01_CHI_DET_10","Kickoff","Punt"
"2017_05_BUF_CIN_8","Kickoff","Punt"
"2017_11_BUF_LAC_10","Kickoff","Punt"
"2019_06_CAR_TB_29","Kickoff","Punt"
"2018_06_PIT_CIN_14","Kickoff","Punt"
"2018_12_ATL_NO_6","Kickoff","Punt"
"2016_10_SEA_NE_3","Kickoff","Punt"
"2017_04_OAK_DEN_15","Kickoff","Punt"
"2018_13_LA_DET_10","Kickoff","Punt"
"2018_11_HOU_WAS_20","Kickoff","Punt"
"2017_13_SF_CHI_2","Kickoff","Punt"
"2017_09_WAS_SEA_12","Kickoff","Punt"
"2021_18_TEN_HOU_12","Kickoff","Punt"
"2018_15_DET_BUF_7","Kickoff","Punt"
"2016_01_BUF_BAL_1","Kickoff","Punt"
"2018_15_NO_CAR_7","Kickoff","Punt"
"2017_11_ARI_HOU_5","Kickoff","Punt"
"2017_16_MIA_KC_8","Kickoff","Punt"
"2018_14_DET_ARI_13","Kickoff","Punt"
"2017_17_KC_DEN_19","Kickoff","Punt"
"2017_04_WAS_KC_2","Kickoff","Punt"
"2019_17_SF_SEA_3","Kickoff","Punt"
"2018_06_JAX_DAL_5","Kickoff","Punt"
"2021_03_ATL_NYG_7","Kickoff","Punt"
"2018_02_MIN_GB_5","Kickoff","Punt"
"2020_01_ARI_SF_2","Kickoff","Punt"
"2016_03_BAL_JAX_15","Kickoff","Punt"
"2017_03_TB_MIN_3","Kickoff","Punt"
"2021_13_ARI_CHI_7","Kickoff","Punt"
"2017_06_LA_JAX_7","Kickoff","Punt"
"2018_16_MIN_DET_8","Kickoff","Punt"
"2018_01_PIT_CLE_15","Kickoff","Punt"
"2020_06_CLE_PIT_15","Kickoff","Punt"
"2020_03_TB_DEN_1","Kickoff","Punt"
"2019_04_OAK_IND_9","Kickoff","Punt"
"2016_17_SEA_SF_19","Kickoff","Punt"
"2016_14_SD_CAR_9","Kickoff","Punt"
"2021_15_DAL_NYG_11","Kickoff","Punt"
"2016_02_CIN_PIT_17","Kickoff","Punt"
"2016_12_TEN_CHI_11","Kickoff","Punt"
"2020_06_BAL_PHI_3","Kickoff","Punt"
"2018_01_JAX_NYG_6","Kickoff","Punt"
"2016_16_NYJ_NE_22","Kickoff","Punt"
"2017_02_BUF_CAR_2","Kickoff","Punt"
"2020_14_WAS_SF_13","Kickoff","Punt"
"2016_06_CIN_NE_8","Kickoff","Punt"
"2019_13_WAS_CAR_13","Kickoff","Punt"
"2021_06_DAL_NE_23","Kickoff","Punt"
"2019_13_MIN_SEA_10","Kickoff","Punt"
"2019_03_NO_SEA_5","Kickoff","Punt"
"2019_08_GB_KC_18","Kickoff","Punt"
"2018_05_JAX_KC_3","Kickoff","Punt"
"2018_11_PIT_JAX_15","Kickoff","Punt"
"2016_16_CIN_HOU_15","Kickoff","Punt"
"2018_01_LA_OAK_12","Kickoff","Punt"
"2020_16_LA_SEA_8","Kickoff","Punt"
"2018_07_CLE_TB_1","Kickoff","Punt"
"2018_15_NO_CAR_5","Kickoff","Punt"
"2018_17_IND_TEN_1","Kickoff","Punt"
"2019_07_LAC_TEN_4","Kickoff","Punt"
"2018_09_KC_CLE_1","Kickoff","Punt"
"2019_06_SF_LA_4","Kickoff","Punt"
"2021_08_JAX_SEA_1","Kickoff","Punt"
"2017_02_HOU_CIN_9","Kickoff","Punt"
"2021_14_NO_NYJ_12","Kickoff","Punt"
"2019_05_TB_NO_1","Kickoff","Punt"
"2021_01_JAX_HOU_12","Kickoff","Punt"
"2020_05_LV_KC_1","Kickoff","Punt"
"2019_07_PHI_DAL_11","Kickoff","Punt"
"2018_03_BUF_MIN_22","Kickoff","Punt"
"2019_05_ATL_HOU_12","Kickoff","Punt"
"2019_06_NO_JAX_1","Kickoff","Punt"
"2018_08_NE_BUF_4","Kickoff","Punt"
"2016_09_BUF_SEA_1","Kickoff","Punt"
"2020_07_DAL_WAS_12","Kickoff","Punt"
"2019_13_LA_ARI_6","Kickoff","Punt"
"2019_02_JAX_HOU_19","Kickoff","Punt"
"2018_01_SEA_DEN_25","Kickoff","Punt"
"2017_17_NO_TB_12","Kickoff","Punt"
"2018_12_TEN_HOU_14","Kickoff","Punt"
"2018_16_LA_ARI_4","Kickoff","Punt"
"2021_17_MIN_GB_13","Kickoff","Punt"
"2018_02_MIA_NYJ_6","Kickoff","Punt"
"2019_10_SEA_SF_10","Kickoff","Punt"
"2021_18_CHI_MIN_2","Kickoff","Punt"
"2016_14_ATL_LA_22","Kickoff","Punt"
"2017_12_LAC_DAL_7","Kickoff","Punt"
"2016_01_CHI_HOU_20","Kickoff","Punt"
"2021_09_DEN_DAL_5","Kickoff","Punt"
"2019_17_PIT_BAL_14","Kickoff","Punt"
"2020_02_NO_LV_4","Kickoff","Punt"
"2021_02_NE_NYJ_7","Kickoff","Punt"
"2017_13_CLE_LAC_10","Kickoff","Punt"
"2018_02_BAL_CIN_17","Kickoff","Punt"
"2019_17_MIA_NE_4","Kickoff","Punt"
"2018_03_TEN_JAX_18","Kickoff","Punt"
"2020_16_PHI_DAL_15","Kickoff","Punt"
"2019_13_TB_JAX_1","Kickoff","Punt"
"2017_02_WAS_LA_3","Kickoff","Punt"
"2019_06_DET_GB_20","Kickoff","Punt"
"2017_13_NYG_OAK_15","Kickoff","Punt"
"2016_11_NE_SF_1","Kickoff","Punt"
"2018_15_HOU_NYJ_1","Kickoff","Punt"
"2021_02_NO_CAR_17","Kickoff","Punt"
"2017_03_OAK_WAS_11","Kickoff","Punt"
"2016_04_IND_JAX_15","Kickoff","Punt"
"2016_09_DEN_OAK_1","Kickoff","Punt"
"2018_13_CHI_NYG_22","Kickoff","Punt"
"2018_16_BUF_NE_25","Kickoff","Punt"
"2016_11_ARI_MIN_1","Kickoff","Punt"
"2020_07_DAL_WAS_16","Kickoff","Punt"
"2016_08_KC_IND_17","Kickoff","Punt"
"2019_07_BAL_SEA_2","Kickoff","Punt"
"2019_05_TB_NO_5","Kickoff","Punt"
"2021_16_WAS_DAL_4","Kickoff","Punt"
"2017_11_TEN_PIT_12","Kickoff","Punt"
"2020_06_NYJ_MIA_1","Kickoff","Punt"
"2018_07_CIN_KC_1","Kickoff","Punt"
"2017_06_TB_ARI_2","Kickoff","Punt"
"2020_13_NYG_SEA_17","Kickoff","Punt"
"2018_15_CLE_DEN_6","Kickoff","Punt"
"2018_16_BUF_NE_5","Kickoff","Punt"
"2017_08_CHI_NO_13","Kickoff","Punt"
"2016_11_MIA_LA_1","Kickoff","Punt"
"2016_08_SD_DEN_11","Kickoff","Punt"
"2021_14_BUF_TB_4","Kickoff","Punt"
"2020_13_PHI_GB_8","Kickoff","Punt"
"2021_09_TEN_LA_14","Kickoff","Punt"
"2016_10_ATL_PHI_19","Kickoff","Punt"
"2017_03_ATL_DET_9","Kickoff","Punt"
"2017_10_MIA_CAR_8","Kickoff","Punt"
"2017_08_DAL_WAS_17","Kickoff","Punt"
"2018_04_TB_CHI_8","Kickoff","Punt"
"2018_13_MIN_NE_7","Kickoff","Punt"
"2018_12_TEN_HOU_5","Kickoff","Punt"
"2017_08_SF_PHI_20","Kickoff","Punt"
"2017_12_CAR_NYJ_3","Kickoff","Punt"
"2021_07_HOU_ARI_15","Kickoff","Punt"
"2018_08_CLE_PIT_18","Kickoff","Punt"
"2016_16_CIN_HOU_21","Kickoff","Punt"
"2016_04_LA_ARI_7","Kickoff","Punt"
"2016_10_ATL_PHI_1","Kickoff","Punt"
"2017_14_PHI_LA_4","Kickoff","Punt"
"2021_18_WAS_NYG_12","Kickoff","Punt"
"2017_17_JAX_TEN_1","Kickoff","Punt"
"2016_07_BAL_NYJ_11","Kickoff","Punt"
"2020_14_NO_PHI_9","Kickoff","Punt"
"2016_15_TB_DAL_17","Kickoff","Punt"
"2019_10_ATL_NO_9","Kickoff","Punt"
"2018_16_HOU_PHI_1","Kickoff","Punt"
"2016_06_LA_DET_7","Kickoff","Punt"
"2020_16_CHI_JAX_16","Kickoff","Punt"
"2018_08_GB_LA_17","Kickoff","Punt"
"2020_17_ARI_LA_7","Kickoff","Punt"
"2021_18_NYJ_BUF_26","Kickoff","Punt"
"2021_06_LAC_BAL_3","Kickoff","Punt"
"2017_03_CIN_GB_22","Kickoff","Punt"
"2018_07_BUF_IND_13","Kickoff","Punt"
"2016_03_DEN_CIN_12","Kickoff","Punt"
"2018_05_DEN_NYJ_1","Kickoff","Punt"
"2018_13_NYJ_TEN_4","Kickoff","Punt"
"2021_11_NO_PHI_17","Kickoff","Punt"
"2018_07_TEN_LAC_6","Kickoff","Punt"
"2021_02_ATL_TB_18","Kickoff","Punt"
"2017_15_MIA_BUF_8","Kickoff","Punt"
"2017_12_CHI_PHI_18","Kickoff","Punt"
"2020_17_PIT_CLE_8","Kickoff","Punt"
"2017_05_SF_IND_12","Kickoff","Punt"
"2017_13_HOU_TEN_1","Kickoff","Punt"
"2020_02_CIN_CLE_6","Kickoff","Punt"
"2017_12_TB_ATL_7","Kickoff","Punt"
"2019_06_ATL_ARI_16","Kickoff","Punt"
"2020_10_BAL_NE_1","Kickoff","Punt"
"2018_16_WAS_TEN_3","Kickoff","Punt"
"2019_01_DEN_OAK_8","Kickoff","Punt"
"2018_07_MIN_NYJ_7","Kickoff","Punt"
"2016_06_DEN_SD_10","Kickoff","Punt"
"2018_09_OAK_SF_11","Kickoff","Punt"
"2017_08_HOU_SEA_6","Kickoff","Punt"
"2016_16_MIN_GB_1","Kickoff","Punt"
"2021_17_DET_SEA_4","Kickoff","Punt"
"2018_13_BUF_MIA_13","Kickoff","Punt"
"2021_04_ARI_LA_2","Kickoff","Punt"
"2021_03_WAS_BUF_15","Kickoff","Punt"
"2017_15_LA_SEA_7","Kickoff","Punt"
"2020_01_DAL_LA_10","Kickoff","Punt"
"2017_01_KC_NE_6","Kickoff","Punt"
"2020_08_TEN_CIN_16","Kickoff","Punt"
"2017_11_PHI_DAL_17","Kickoff","Punt"
"2017_05_NYJ_CLE_1","Kickoff","Punt"
"2018_02_HOU_TEN_15","Kickoff","Punt"
"2016_06_IND_HOU_20","Kickoff","Punt"
"2016_02_MIA_NE_6","Kickoff","Punt"
"2017_01_JAX_HOU_6","Kickoff","Punt"
"2018_12_OAK_BAL_3","Kickoff","Punt"
"2017_16_DET_CIN_1","Kickoff","Punt"
"2017_08_SF_PHI_5","Kickoff","Punt"
"2018_01_BUF_BAL_2","Kickoff","Punt"
"2017_03_HOU_NE_14","Kickoff","Punt"
"2021_15_TEN_PIT_1","Kickoff","Punt"
"2016_12_KC_DEN_12","Kickoff","Punt"
"2016_03_ARI_BUF_6","Kickoff","Punt"
"2020_04_JAX_CIN_14","Kickoff","Punt"
"2019_06_ATL_ARI_12","Kickoff","Punt"
"2019_06_CAR_TB_24","Kickoff","Punt"
"2016_11_BUF_CIN_16","Kickoff","Punt"
"2017_06_NE_NYJ_9","Kickoff","Punt"
"2021_01_NYJ_CAR_21","Kickoff","Punt"
"2017_15_LA_SEA_5","Kickoff","Punt"
"2017_13_CAR_NO_15","Kickoff","Punt"
"2018_12_PIT_DEN_9","Kickoff","Punt"
"2016_09_BUF_SEA_10","Kickoff","Punt"
"2016_05_HOU_MIN_13","Kickoff","Punt"
"2020_07_PIT_TEN_13","Kickoff","Punt"
"2016_04_DAL_SF_12","Kickoff","Punt"
"2019_16_DAL_PHI_18","Kickoff","Punt"
"2021_03_CIN_PIT_19","Kickoff","Punt"
"2021_11_WAS_CAR_13","Kickoff","Punt"
"2016_02_TEN_DET_15","Kickoff","Punt"
"2016_08_NYJ_CLE_2","Kickoff","Punt"
"2017_12_BUF_KC_8","Kickoff","Punt"
"2016_12_KC_DEN_18","Kickoff","Punt"
"2018_16_HOU_PHI_14","Kickoff","Punt"
"2016_10_LA_NYJ_5","Kickoff","Punt"
"2019_01_KC_JAX_13","Kickoff","Punt"
"2019_13_PHI_MIA_3","Kickoff","Punt"
"2016_15_CAR_WAS_11","Kickoff","Punt"
"2019_11_PIT_CLE_1","Kickoff","Punt"
"2018_04_CIN_ATL_10","Kickoff","Punt"
"2020_04_MIN_HOU_20","Kickoff","Punt"
"2020_15_LAC_LV_4","Kickoff","Punt"
"2021_03_MIA_LV_12","Kickoff","Punt"
"2018_04_SF_LAC_11","Kickoff","Punt"
"2020_13_DAL_BAL_1","Kickoff","Punt"
"2016_09_TEN_SD_7","Kickoff","Punt"
"2016_13_BUF_OAK_8","Kickoff","Punt"
"2019_08_NYJ_JAX_10","Kickoff","Punt"
"2017_15_LA_SEA_3","Kickoff","Punt"
"2020_14_NE_LA_2","Kickoff","Punt"
"2017_05_TEN_MIA_8","Kickoff","Punt"
"2018_06_IND_NYJ_4","Kickoff","Punt"
"2018_06_BUF_HOU_8","Kickoff","Punt"
"2019_15_LA_DAL_7","Kickoff","Punt"
"2021_05_TEN_JAX_15","Kickoff","Punt"
"2017_02_SF_SEA_6","Kickoff","Punt"
"2016_05_ATL_DEN_2","Kickoff","Punt"
"2019_15_NYJ_BAL_22","Kickoff","Punt"
"2019_15_ATL_SF_6","Kickoff","Punt"
"2017_03_MIA_NYJ_14","Kickoff","Punt"
"2021_08_TEN_IND_7","Kickoff","Punt"
"2019_08_OAK_HOU_1","Kickoff","Punt"
"2020_17_NYJ_NE_17","Kickoff","Punt"
"2019_02_DAL_WAS_1","Kickoff","Punt"
"2019_10_MIA_IND_18","Kickoff","Punt"
"2021_08_PHI_DET_7","Kickoff","Punt"
"2021_15_NO_TB_4","Kickoff","Punt"
"2021_13_DAL_NO_1","Kickoff","Punt"
"2018_10_LAC_OAK_4","Kickoff","Punt"
"2021_10_CLE_NE_17","Kickoff","Punt"
"2017_07_CAR_CHI_2","Kickoff","Punt"
"2017_17_NYJ_NE_13","Kickoff","Punt"
"2020_15_LAC_LV_7","Kickoff","Punt"
"2019_08_TB_TEN_5","Kickoff","Punt"
"2018_12_ARI_LAC_11","Kickoff","Punt"
"2018_16_NYG_IND_16","Kickoff","Punt"
"2020_15_PIT_CIN_19","Kickoff","Punt"
"2016_08_WAS_CIN_11","Kickoff","Punt"
"2020_08_LA_MIA_9","Kickoff","Punt"
"2018_16_NYG_IND_1","Kickoff","Punt"
"2020_04_CLE_DAL_21","Kickoff","Punt"
"2021_14_SEA_HOU_3","Kickoff","Punt"
"2021_18_LAC_LV_20","Kickoff","Punt"
"2018_07_MIN_NYJ_19","Kickoff","Punt"
"2018_13_CAR_TB_16","Kickoff","Punt"
"2018_06_SF_GB_8","Kickoff","Punt"
"2016_13_IND_NYJ_3","Kickoff","Punt"
"2017_16_OAK_PHI_19","Kickoff","Punt"
"2017_04_CIN_CLE_15","Kickoff","Punt"
"2018_01_SF_MIN_16","Kickoff","Punt"
"2017_08_CAR_TB_16","Kickoff","Punt"
"2018_06_BAL_TEN_5","Kickoff","Punt"
"2016_17_CLE_PIT_4","Kickoff","Punt"
"2020_09_DEN_ATL_6","Kickoff","Punt"
"2021_03_WAS_BUF_10","Kickoff","Punt"
"2021_13_LAC_CIN_18","Kickoff","Punt"
"2020_03_LV_NE_16","Kickoff","Punt"
"2021_11_DET_CLE_11","Kickoff","Punt"
"2016_12_MIN_DET_3","Kickoff","Punt"
"2020_07_JAX_LAC_10","Kickoff","Punt"
"2019_17_LAC_KC_12","Kickoff","Punt"
"2019_09_SF_ARI_17","Kickoff","Punt"
"2017_13_PHI_SEA_7","Kickoff","Punt"
"2019_15_IND_NO_12","Kickoff","Punt"
"2018_03_IND_PHI_16","Kickoff","Punt"
"2016_05_SD_OAK_21","Kickoff","Punt"
"2016_01_MIA_SEA_9","Kickoff","Punt"
"2016_12_SF_MIA_21","Kickoff","Punt"
"2016_12_SF_MIA_8","Kickoff","Punt"
"2019_16_GB_MIN_6","Kickoff","Punt"
"2020_06_HOU_TEN_9","Kickoff","Punt"
"2021_11_HOU_TEN_5","Kickoff","Punt"
"2018_11_TEN_IND_7","Kickoff","Punt"
"2019_15_SEA_CAR_18","Kickoff","Punt"
"2021_03_CIN_PIT_11","Kickoff","Punt"
"2019_10_DET_CHI_15","Kickoff","Punt"
"2018_03_TEN_JAX_14","Kickoff","Punt"
"2021_11_PIT_LAC_9","Kickoff","Punt"
"2018_09_OAK_SF_3","Kickoff","Punt"
"2019_12_DEN_BUF_3","Kickoff","Punt"
"2017_11_ARI_HOU_1","Kickoff","Punt"
"2016_06_DEN_SD_20","Kickoff","Punt"
"2017_01_IND_LA_18","Kickoff","Punt"
"2017_12_NYG_WAS_17","Kickoff","Punt"
"2017_12_JAX_ARI_3","Kickoff","Punt"
"2019_07_MIA_BUF_2","Kickoff","Punt"
"2019_14_MIA_NYJ_1","Kickoff","Punt"
"2016_16_ATL_CAR_6","Kickoff","Punt"
"2017_11_LA_MIN_5","Kickoff","Punt"
"2021_03_WAS_BUF_2","Kickoff","Punt"
"2016_02_SF_CAR_18","Kickoff","Punt"
"2019_05_BAL_PIT_7","Kickoff","Punt"
"2016_03_ARI_BUF_14","Kickoff","Punt"
"2018_07_NE_CHI_2","Kickoff","Punt"
"2020_04_PHI_SF_1","Kickoff","Punt"
"2019_10_KC_TEN_9","Kickoff","Punt"
"2021_08_SF_CHI_14","Kickoff","Punt"
"2016_02_DAL_WAS_15","Kickoff","Punt"
"2020_02_BUF_MIA_15","Kickoff","Punt"
"2018_10_BUF_NYJ_13","Kickoff","Punt"
"2019_09_WAS_BUF_13","Kickoff","Punt"
"2020_12_SF_LA_18","Kickoff","Punt"
"2016_07_MIN_PHI_17","Kickoff","Punt"
"2018_13_KC_OAK_6","Kickoff","Punt"
"2020_16_MIN_NO_17","Kickoff","Punt"
"2017_06_CHI_BAL_1","Kickoff","Punt"
"2018_15_OAK_CIN_18","Kickoff","Punt"
"2017_12_CLE_CIN_5","Kickoff","Punt"
"2017_11_DET_CHI_8","Kickoff","Punt"
"2019_10_CAR_GB_1","Kickoff","Punt"
"2021_11_NYG_TB_19","Kickoff","Punt"
"2021_11_DET_CLE_1","Kickoff","Punt"
"2021_11_DET_CLE_20","Kickoff","Punt"
"2017_01_PHI_WAS_15","Kickoff","Punt"
"2021_06_KC_WAS_8","Kickoff","Punt"
"2019_01_TEN_CLE_3","Kickoff","Punt"
"2019_12_IND_HOU_15","Kickoff","Punt"
"2021_06_KC_WAS_17","Kickoff","Punt"
"2018_06_PHI_NYG_4","Kickoff","Punt"
"2020_05_IND_CLE_6","Kickoff","Punt"
"2018_17_NYJ_NE_20","Kickoff","Punt"
"2017_04_IND_SEA_13","Kickoff","Punt"
"2021_14_ATL_CAR_1","Kickoff","Punt"
"2021_15_NE_IND_16","Kickoff","Punt"
"2019_11_KC_LAC_2","Kickoff","Punt"
"2020_07_NYG_PHI_13","Kickoff","Punt"
"2018_03_NYG_HOU_5","Kickoff","Punt"
"2017_12_NYG_WAS_1","Kickoff","Punt"
"2021_06_LAC_BAL_5","Kickoff","Punt"
"2017_02_HOU_CIN_1","Kickoff","Punt"
"2019_07_JAX_CIN_10","Kickoff","Punt"
"2017_14_WAS_LAC_12","Kickoff","Punt"
"2016_01_SD_KC_23","Kickoff","Punt"
"2020_09_BAL_IND_6","Kickoff","Punt"
"2016_11_BUF_CIN_4","Kickoff","Punt"
"2019_01_BAL_MIA_15","Kickoff","Punt"
"2021_03_NYJ_DEN_4","Kickoff","Punt"
"2016_17_NYG_WAS_5","Kickoff","Punt"
"2017_15_MIA_BUF_20","Kickoff","Punt"
"2016_07_SD_ATL_7","Kickoff","Punt"
"2021_04_WAS_ATL_2","Kickoff","Punt"
"2016_04_SEA_NYJ_16","Kickoff","Punt"
"2017_14_CHI_CIN_9","Kickoff","Punt"
"2020_06_LA_SF_11","Kickoff","Punt"
"2020_13_IND_HOU_21","Kickoff","Punt"
"2016_01_CHI_HOU_8","Kickoff","Punt"
"2020_07_SEA_ARI_22","Kickoff","Punt"
"2020_12_KC_TB_2","Kickoff","Punt"
"2018_01_HOU_NE_23","Kickoff","Punt"
"2017_04_LA_DAL_6","Kickoff","Punt"
"2021_09_ARI_SF_12","Kickoff","Punt"
"2018_11_DAL_ATL_1","Kickoff","Punt"
"2020_16_MIA_LV_15","Kickoff","Punt"
"2020_04_IND_CHI_1","Kickoff","Punt"
"2020_07_GB_HOU_2","Kickoff","Punt"
"2019_16_LA_SF_12","Kickoff","Punt"
"2019_16_OAK_LAC_1","Kickoff","Punt"
"2017_14_DET_TB_1","Kickoff","Punt"
"2016_01_MIN_TEN_10","Kickoff","Punt"
"2017_16_MIN_GB_17","Kickoff","Punt"
"2019_06_NO_JAX_11","Kickoff","Punt"
"2021_11_NE_ATL_1","Kickoff","Punt"
"2017_05_KC_HOU_4","Kickoff","Punt"
"2019_16_JAX_ATL_9","Kickoff","Punt"
"2017_03_CIN_GB_3","Kickoff","Punt"
"2020_11_GB_IND_5","Kickoff","Punt"
"2018_17_CLE_BAL_7","Kickoff","Punt"
"2016_01_NYG_DAL_17","Kickoff","Punt"
"2020_03_TB_DEN_15","Kickoff","Punt"
"2021_08_SF_CHI_10","Kickoff","Punt"
"2019_12_GB_SF_15","Kickoff","Punt"
"2020_11_CIN_WAS_11","Kickoff","Punt"
"2017_17_CHI_MIN_7","Kickoff","Punt"
"2018_09_LA_NO_16","Kickoff","Punt"
"2020_05_MIN_SEA_17","Kickoff","Punt"
"2019_13_GB_NYG_8","Kickoff","Punt"
"2016_17_KC_SD_15","Kickoff","Punt"
"2016_17_NE_MIA_18","Kickoff","Punt"
"2018_11_CIN_BAL_18","Kickoff","Punt"
"2017_07_BAL_MIN_5","Kickoff","Punt"
"2020_13_NYG_SEA_12","Kickoff","Punt"
"2021_07_KC_TEN_2","Kickoff","Punt"
